ID Employé;Nom;Prénom;Genre;Date de naissance;Âge;Adresse Email;Numéro de téléphone;Adresse postale;Département;Date d'embauche;Date de départ;Ancienneté (années);Poste;Type de contrat;Salaire;Bonus;Congés disponibles (jours);Manager
634ad5b9-fd72-4908-adb8-a483c65233ab;Hammond;Susan;M;04/11/1987;37;susan.hammond@xxx.tn;+1-650-453-6068;"PSC 0415, Box 6043
APO AP 93386";Service Clients;24/01/2022;;2;Ingénieur;CDI;42842;2412;20;William Green
7f571b98-2bc3-4de0-9d08-20e0a24921ff;House;Lynn;M;02/02/1981;43;lynn.house@xxx.tn;299.291.6404;"2639 Robin Bypass
South Nancy, TN 59436";Marketing;10/07/2021;;3;Chef de projet;CDD;49500;4254;6;Krista Brown
7ada5a66-2fa0-423a-9d1a-74c36b35da2c;Wilson;Latoya;F;08/06/1987;37;latoya.wilson@xxx.tn;469.403.9766;"3412 Kevin Summit Apt. 124
South Jonathan, MH 85025";Marketing;06/11/2022;;2;Ingénieur;CDI;40093;3868;20;Krista Brown
50abc451-9af1-4456-8034-dca41eb62178;Chandler;Tracy;F;26/08/1985;39;tracy.chandler@xxx.tn;644-869-8078x836;"8140 Trevor Valleys
Vaughanstad, OH 62334";Marketing;01/08/2023;22/09/2024;1;Technicien;CDD;53168;2321;6;Kevin Jones
ce624939-2f5d-4c62-9402-8d9a799335bc;Manning;Jade;F;14/02/1994;30;jade.manning@xxx.tn;001-309-453-4613;"275 Dalton Drives Suite 475
Port Brady, NY 35078";Qualité;15/06/2024;30/09/2024;0;Développeur;temps partiel;34155;4154;25;Stephen Vazquez
23c0b469-8100-4b5e-a136-6a11e4eb24a4;Huang;Cole;M;05/04/2000;24;cole.huang@xxx.tn;(215)430-0771;"414 Mora Mountain
Bradville, FM 13697";Marketing;08/05/2023;23/09/2024;1;Chef de projet;temps partiel;40769;455;22;Stephen Vazquez
a83ae027-01d1-4888-8541-01742e34cc4c;Parker;Betty;M;12/09/1984;40;betty.parker@xxx.tn;001-576-863-1647x67626;"1275 Carter Valleys
Cooperburgh, NH 17219";IT;07/12/2020;24/09/2023;3;Chef de projet;CDD;31560;4828;15;Jacob Lopez
516bb4ed-baaa-4c6c-b1da-ae439ac352cc;Moore;Amanda;M;03/10/1978;46;amanda.moore@xxx.tn;(715)724-5116;"42282 Benjamin Common
Peggyville, AR 50157";Marketing;21/11/2022;12/12/2023;1;Consultant;CDI;44991;695;16;Christopher Moon
1cf0589d-ebde-4e11-8ec5-c62d24020912;Washington;Donald;M;17/06/1990;34;donald.washington@xxx.tn;(316)591-4199;"2874 Sims Rue Suite 422
East Danastad, TX 96919";Finance et Comptabilité;04/10/2020;;4;Chef de projet;CDD;57832;923;21;Jacob Lopez
cf127621-756a-4870-8d62-8581ff6dc856;Black;Laura;M;09/01/1970;54;laura.black@xxx.tn;9258273312;"52339 Keller Wall
Brittanyfort, MH 66601";Marketing;17/11/2023;24/03/2024;1;Ingénieur;CDI;54193;3714;27;Kevin Jones
801f9c5f-321a-4128-8586-ce142e215337;Dean;Christy;M;27/12/1983;41;christy.dean@xxx.tn;+1-814-872-1078;"57280 Drake Alley Apt. 802
North Manuelport, TN 25901";IT;18/04/2022;;2;Consultant;CDI;49582;2821;14;Jacob Lopez
fc88e170-6200-42a7-b497-b5a65c1ed1f5;Dennis;Patricia;F;09/02/1967;57;patricia.dennis@xxx.tn;+1-289-856-3609x3907;"92544 Peterson Loop
Riveraview, NC 40394";Production;13/07/2020;26/06/2022;2;Consultant;CDD;31353;1472;11;Kevin Jones
c176eadb-e517-4c41-bdf1-56226751d1a4;Morales;Matthew;M;13/03/2000;24;matthew.morales@xxx.tn;503-374-6622x732;"829 Doris Crossing Suite 362
Port Sheilahaven, AZ 92645";Service Clients;10/10/2023;23/06/2024;1;Chef de projet;temps partiel;28136;3111;7;Jacob Lopez
5bee11e1-a566-4feb-b5b9-96bd901d169d;Ayers;Derrick;M;10/04/1970;54;derrick.ayers@xxx.tn;(911)667-2598x393;"32244 Jackson Station Suite 811
Smithborough, MA 57543";Qualité;06/10/2020;;4;Analyste;CDD;22090;2661;27;Gregory Savage
4c041d5a-7e41-49af-9ba7-88497b51a1fa;Lawrence;Mark;M;13/05/1986;38;mark.lawrence@xxx.tn;960.255.2184;"89571 Fuentes Groves
Campbellfurt, PR 03617";Service Clients;10/02/2022;06/12/2023;1;Chef de projet;CDI;31066;2757;16;Krista Brown
7d3c1062-27d2-4e84-9b58-15304c3e4ef6;Roman;Kevin;F;03/06/1971;53;kevin.roman@xxx.tn;809.952.6042x921;"5285 Lisa Course
North James, MH 94559";Service Clients;16/11/2023;;1;Chef de projet;temps partiel;44681;871;3;William Green
84e9b5ff-e89a-406d-b163-8db040af9066;Rivera;Michael;M;24/09/1965;59;michael.rivera@xxx.tn;001-704-676-3708x9653;"431 Fitzgerald Drives
Lisaburgh, VI 53680";Finance et Comptabilité;17/08/2021;;3;Analyste;CDD;16234;264;27;Gregory Savage
3ffdd31f-91c7-4e1d-ad35-8ffc13addef2;House;Robert;M;17/02/1969;55;robert.house@xxx.tn;+1-413-257-8912;"3807 Andre Causeway Apt. 273
Baileyshire, CO 20206";Finance et Comptabilité;27/03/2020;25/10/2021;1;Formateur;CDD;40726;2323;10;Kevin Houston
e4f44028-4f4f-4f74-a7d3-64c3559ba0b7;Smith;Vanessa;F;16/12/2000;24;vanessa.smith@xxx.tn;+1-739-640-9651;"49250 Mary Ranch Suite 063
Hudsonport, GU 01054";Production;03/03/2023;;1;Ingénieur;CDD;53711;319;6;Jacob Lopez
cc2fce64-0b31-4c7e-ab39-109c03814d2b;Medina;Deborah;M;31/10/2002;22;deborah.medina@xxx.tn;226-269-2381;"60568 Sandra Valleys Suite 930
Vasquezton, MP 26712";R&D;29/06/2021;04/06/2023;2;Chef de projet;temps partiel;47500;3859;16;Kevin Houston
4b2d7213-1e82-44bb-b335-219c09224fa0;White;James;F;29/12/1994;30;james.white@xxx.tn;001-455-842-2964x06197;"2879 Ellison Row Apt. 386
Walkerland, ND 15055";Service Clients;17/11/2022;04/06/2024;2;Consultant;CDD;54785;3599;29;Christopher Moon
feeb9881-a33c-4dc3-b69c-d7e29e81d102;Johnson;Daniel;F;02/02/1975;49;daniel.johnson@xxx.tn;692.886.4052x08379;"94351 Vasquez Village
Brianview, UT 14624";Marketing;21/04/2021;;3;Technicien;CDI;55719;4825;13;William Green
3021c8ad-3302-45ca-94ae-04b3fab2a780;Rangel;Jesse;M;21/03/1983;41;jesse.rangel@xxx.tn;+1-661-584-2560x80861;"86852 Lauren Heights
Gordonport, IA 71147";R&D;20/01/2023;20/06/2023;0;Développeur;CDD;35468;4220;26;William Green
edabf3d2-53e4-4dd3-ae51-bca044c0a5ed;Owen;Michael;F;17/02/1969;55;michael.owen@xxx.tn;927-758-2176;"2406 Steven Fall Apt. 163
Conniechester, SC 76978";R&D;17/01/2022;28/01/2024;2;Ingénieur;CDD;47475;3477;4;Kevin Jones
5e26b29d-8615-4d73-a993-03f1bde82282;Knight;Richard;M;03/09/2000;24;richard.knight@xxx.tn;732.911.8924;"99252 Matthew Cove Suite 931
Lake Franceshaven, RI 91999";R&D;06/07/2022;23/08/2022;0;Consultant;CDD;54717;1735;12;Jacqueline Brown
676b94a1-ecd2-442d-a246-b8560a94891e;Keith;Christopher;F;04/05/1983;41;christopher.keith@xxx.tn;985-639-5417x201;"Unit 5470 Box 5535
DPO AP 47953";R&D;13/03/2024;21/07/2024;0;Ingénieur;CDD;27427;2754;8;Krista Brown
66871fab-4ee6-436f-89d7-8ab394be4e35;Smith;Tammie;M;18/05/1989;35;tammie.smith@xxx.tn;+1-608-515-0621x208;"91365 Smith Mount Suite 632
Smithtown, GA 75456";Service Clients;18/01/2023;;1;Ingénieur;CDD;24994;4667;16;Stephen Vazquez
415fd4f3-7f13-4c0d-b9e6-5a53dd59195f;Saunders;Elizabeth;M;04/02/1970;54;elizabeth.saunders@xxx.tn;395-485-7980x3233;"967 Foster Street
Jacquelineborough, DC 80535";Marketing;03/06/2020;26/07/2023;3;Analyste;CDI;53264;2273;24;Krista Brown
92162634-7541-41b0-8cdf-f20ec1e75ade;Chambers;Brooke;F;16/07/2001;23;brooke.chambers@xxx.tn;001-636-648-4159;"451 Cline Summit
Port Danielmouth, MP 77682";Qualité;19/07/2022;;2;Chef de projet;CDD;24005;671;24;Kevin Houston
04a0e784-04ae-40bd-ae2f-75b1efda5982;Duncan;Elizabeth;M;07/10/2001;23;elizabeth.duncan@xxx.tn;971-980-7348x4436;"994 Matthew Course
South Stephen, GU 46202";Finance et Comptabilité;23/11/2020;24/09/2021;1;Chef de projet;temps partiel;56119;477;2;Stephen Vazquez
1541b74a-180f-4232-b9cb-26d24251bdb2;Arnold;Shawn;F;02/12/1978;46;shawn.arnold@xxx.tn;+1-228-604-5550x65247;"515 Lindsey Village Apt. 594
Travismouth, GA 32478";Marketing;14/05/2022;;2;Analyste;CDD;32048;3602;6;Gregory Savage
a585cd11-60fc-45da-8ac3-85bb71f7088d;Sawyer;Brandon;F;22/09/1979;45;brandon.sawyer@xxx.tn;+1-205-600-7432x716;"46894 Matthew Prairie
Josephbury, AR 97465";R&D;15/12/2022;13/03/2023;1;Chef de projet;CDI;25338;3104;21;Jacob Lopez
0aea39ec-5195-4fb0-a1f3-5552d1576498;Mills;Andrew;F;18/01/1980;44;andrew.mills@xxx.tn;831.483.0852x39787;"54543 Smith Walks
East Wendymouth, MH 74398";Finance et Comptabilité;03/06/2024;27/08/2024;0;Technicien;temps partiel;22699;142;18;William Green
141ba7b1-27a9-4779-9450-826ff23d934c;Bauer;Savannah;M;01/03/1965;59;savannah.bauer@xxx.tn;(728)226-6054;"5519 Diaz Lodge
West Stacey, OK 33572";Service Clients;27/05/2021;30/07/2021;0;Ingénieur;CDD;24312;4458;10;Morgan Banks
c8a8135a-816d-4439-92a6-79acf061ae72;Warren;Caroline;M;30/04/1978;46;caroline.warren@xxx.tn;759-698-9192;"66515 Jordan Turnpike Apt. 571
Lauraview, VI 87332";R&D;12/04/2021;31/10/2024;3;Formateur;CDD;22296;1718;14;Jacob Lopez
9837e3c9-fe1c-454a-b5b1-0f2f95099cd0;Rasmussen;James;M;12/12/1973;51;james.rasmussen@xxx.tn;(593)805-2076x91064;"9779 Mcgrath Lodge
West Gregorymouth, DE 66558";Marketing;29/12/2022;;2;Consultant;CDD;58989;3264;16;Christopher Moon
